ST. Anthonys Distributor (2024 -2025),,,,
ORANGE MAIN LOCATION,,,,
Location Summary,,,,
1-Jan-26 to 1-Jun-26,,,,
,ORANGE MAIN LOCATION,,,
,ST. Anthonys Distributor (2024 -2025),,,
Particulars,1-Jan-26 to 1-Jun-26,,,
,Closing Balance,,,
,Quantity,Rate,Value,
150-1013 (ORANGE EN 2W 3G SWITCH M/NIGHT GREEN),2 NOS,2160.00,4320.00,
150-1015 (ORANGE EN 2W 5G SWITCH M/NIGHT GREEN),2 NOS,3650.00,7300.00,
150-1021 (ORANGE EN 20A D/P INDIC M/NIGHT GREEN),2 NOS,3920.00,7840.00,
EXHAUST FAN,38 NOS,7319.45,278139.26,
245-5105 (ORANGE 8' PLASTIC EXHAUST FAN SQUARE),12 NOS,6354.20,76250.40,
245-5107 (ORANGE 10' PLASTIC EXHAUST FAN-SQUARE),17 NOS,6964.04,118388.70,
245-5109 (ORANGE 12' PLASTIC EXHAUST FAN-SQUARE),9 NOS,9277.80,83500.16,
ISOLATOR,126 NOS,2961.34,373128.48,
214-5001 (ORANGE ISOLATOR 2 POLE 40A),37 NOS,2722.28,100724.29,
214-5002 (ORANGE ISOLATOR 2 POLE 63A),14 NOS,3097.65,43367.15,
214-5003 (ORANGE ISOLATOR 2 POLE 100A),12 NOS,4101.70,49220.40,
214-5004 (ISOLATOR 2 POLE 40A),10 NOS,,,
214-5005 (ORANGE ISOLATOR 3 POLE 63A),8 NOS,4915.25,39322.00,
214-5006 (ORANGE ISOLATOR 3 POLE 100A),7 NOS,3394.87,23764.09,
214-5007 (ORANGE ISOLATER 4POLE 40A),6 NOS,3678.28,22069.70,
214-5008 (ORANGE ISOLATER 4POLE 63A),8 NOS,4345.60,34764.80,
214-5009 (ORANGE ISOLATOR 4 POLE 100A),4 NOS,4735.95,18943.81,
222-1221 (ORANGE ISOLATER BOX 2 POLE),4 NOS,1858.60,7434.41,
222-1222 (ORANGE ISOLATER BOX 3 POLE),11 NOS,2165.13,23816.45,
222-1223 (ORANGE ISOLATER BOX 4 POLE),5 NOS,1940.28,9701.38,
LED PANEL LIGHT,15945 NOS,766.66,12224350.36,
100-1003 (ORANGE GLS PIN TYPE 40W CLEAR BULB),201 NOS,122.76,24673.98,
100-1004 (ORANGE GLS PIN TYPE 60W CLEAR BULB),173 NOS,121.65,21045.14,
100-1005 (ORANGE GLS PIN TYPE 75W CLEAR BULB),236 NOS,122.71,28959.78,
100-1006 (ORANGE GLS PIN TYPE 100W CLEAR BULB),51 NOS,120.32,6136.37,
102-1001 (ORANGE ECO LED S/PANEL-R 6W D/L CIR),2 NOS,850.00,1700.00,
102-1003 (ORANGE ECO LED S/PANEL R 12W D/L CIR),,,,
102-1005 (ORANGE ECO LED S/PANEL R 18W D/L CIR),,,,
102-1009 (ORANGE ECO LED S/PANEL R 6W D/L SQ),188 NOS,1038.68,195271.84,
102-1010 (ORANGE ECO LED S/PANEL R 6W W/W SQ),,,,
102-1011 (ORANGE ECO LED S/PANEL R 12W D/L SQ),161 NOS,1576.74,253855.82,
102-1012 (ORANGE ECO LED S/PANEL R 12W W/W SQ),,,,
102-1013 (ORANGE ECO LED S/PANEL R 18W D/L SQ),,,,
102-1016 (ORANGE ECO LED S/PANEL R 24W W/W SQ),,,,
102-1023 (ORANGE ECO LED S/PANEL-S 6W D/L SQ),22 NOS,2750.00,60500.00,
102-1025 (ORANGE ECO LED S/PANEL-S 12W D/L SQ),32 NOS,4090.00,130880.00,
102-1026 (ORANGE ECO LED S/PANEL-S 12W W/W SQ),1 NOS,4090.00,4090.00,
102-1027 (ORANGE ECO LED S/PANEL-S 18W D/L SQ),1 NOS,,,
102-1028 (ORANGE ECO LED S/PANEL-S 18W W/W SQ),,,,
102-1301 (ORANGE ECO LED PIN TYPE 3.5W 6500K),34 NOS,224.00,7616.00,
102-1302 (ORANGE ECO LED PIN TYPE 3.5W 3000K),,,,
102-1303 (ORANGE ECO LED PIN TYPE 5W 6500K),150 NOS,397.27,59590.02,
102-1304 (ORANGE ECO LED PIN TYPE 5W 3000K),16 NOS,308.00,4928.06,
102-1305 (ORANGE ECO LED PIN TYPE 7W 6500K),200 NOS,511.23,102245.97,
102-1306 (ORANGE ECO LED PIN TYPE 7W 3000K),18 NOS,385.00,6929.94,
102-1307 (ORANGE ECO LED PIN TYPE 9W 6500K),183 NOS,576.42,105484.87,
102-1308 (ORANGE ECO LED PIN TYPE 9W 3000K),15 NOS,455.00,6825.00,
102-1309 (ORANGE ECO LED PIN TYPE 12.5W 6500K),11 NOS,869.52,9564.74,
102-1310 (ORANGE ECO PIN TYPE 12.5W 3000K),25 NOS,667.61,16690.15,
102-1330 (ORANGE ECO LED SCREW TYPE 3.5W 6500K),14 NOS,224.00,3136.00,
102-1331 (ORANGE ECO LED SCREW TYPE 3.5W 3000K),34 NOS,224.00,7616.00,
102-1333 (ORANGE ECO LED SCREW TYPE 5W 3000K),20 NOS,467.24,9344.87,
102-1334 (ORANGE ECO LED SCREW TYPE 7W 6500K),15 NOS,526.57,7898.59,
102-1335 (ORANGE ECO LED SCREW TYPE 7W 3000K),23 NOS,485.45,11165.39,
102-1336 (ORANGE ECO LED SCREW TYPE 9W 6500K),,,,
102-1337 (ORANGE ECO LED SCREW TYPE 9W 3000K),8 NOS,540.00,4320.00,
102-1338 (ORANGE ECO LED SCREW TYPE 12.5W 6500K),,,,
102-1339 (ORANGE ECO LED SCREW TYPE 12.5W 3000K),6 NOS,596.75,3580.50,
102-5001 (ORANGE DOB LED PIN TYPE 3W 6500K),817 NOS,285.94,233611.44,
102-5002 (ORANGE DOB LED PIN TYPE 3W 3000K),467 NOS,262.50,122587.50,
102-5003 (ORANGE DOB LED PIN TYPE 5W 6500K),190 NOS,351.11,66710.59,
102-5004 (ORANGE DOB LED PIN TYPE 5W 3000K),483 NOS,325.00,156975.00,
102-5005 (ORANGE DOB LED PIN TYPE 7W 6500K),470 NOS,409.86,192632.71,
102-5006 (ORANGE DOB LED PIN TYPE 7W 3000K),454 NOS,387.50,175925.00,
102-5007 (ORANGE DOB LED PIN TYPE 9W 6500K),368 NOS,397.91,146431.70,
102-5008 (ORANGE DOB LED PIN TYPE 9W 3000K),419 NOS,406.76,170431.07,
102-5009 (ORANGE DOB LED PIN TYPE 12W 6500K),238 NOS,457.29,108834.06,
102-5010 (ORANGE DOB LED PIN TYPE 12W 3000K),9 NOS,423.73,3813.58,
102-5011 (ORANGE DOB LED SCREW TYPE 3W 6500K),378 NOS,235.53,89031.72,
102-5012 (ORANGE DOB LED SCREW TYPE 3W 3000K),462 NOS,262.50,121275.00,
102-5013 (ORANGE DOB LED SCREW TYPE 5W 6500K),568 NOS,302.06,171572.31,
102-5014 (ORANGE DOB LED SCREW TYPE 5W 3000K),458 NOS,292.60,134011.43,
102-5015 (ORANGE DOB LED SCREW TYPE 7W 6500K),202 NOS,366.44,74021.70,
102-5016 (ORANGE DOB LED SCREW TYPE 7W 3000K),268 NOS,387.50,103850.00,
102-5017 (ORANGE DOB LED SCREW TYPE 9W 6500K),30 NOS,420.04,12601.30,
102-5018 (ORANGE DOB LED SCREW TYPE 9W 3000K),66 NOS,425.00,28050.00,
102-5019 (ORANGE DOB LED SCREW TYPE 12W 6500K),125 NOS,515.18,64397.86,
102-5020 (ORANGE DOB LED SCREW TYPE 12W 3000K),57 NOS,500.01,28500.29,
102-5021 (ORANGE DOB LED PIN TYPE 15W 6500K),263 NOS,707.12,185972.13,
102-5023 (ORANGE DOB LED SCREW TYPE 15W 6500K),710 NOS,688.18,488607.29,
102-5025 (ORANGE DOB LED PIN TYPE 18W 6500K),287 NOS,626.62,179840.16,
102-5027 (ORANGE DOB SCREW TYPE 18W 6500K),258 NOS,831.98,214651.78,
102-6001 (ORANGE 6W DI RECESS PANEL 3000K-CIRCLE),402 NOS,759.71,305404.67,
102-6003 (ORANGE 6W DI RECESS PANEL 6500K-CIRCLE),111 NOS,891.41,98946.12,
102-6004 (ORANGE 12W DI RECESS PANEL 3000K-CIRCLE),154 NOS,1182.54,182110.64,
102-6006 (ORANGE 12W DI RECESS PANEL 6500K-CIRCLE),142 NOS,1284.76,182435.82,
102-6007 (ORANGE 18W DI RECESS PANEL 3000K-CIRCLE),190 NOS,1751.31,332748.82,
102-6009 (ORANGE 18W DI RECESS PANEL 6500K-CIRCLE),291 NOS,1525.28,443856.55,
102-6013 (ORANGE 6W DI RECESS PANEL 3000K-SQUARE),192 NOS,776.22,149034.49,
102-6015 (ORANGE 6W DI RECESS PANEL 6500K-SQUARE),89 NOS,755.80,67266.43,
102-6016 (ORANGE 12W DI RECESS PANEL 3000K-SQUARE),183 NOS,1277.45,233773.02,
102-6018 (ORANGE 12W DI RECESS PANEL 6500K-SQUARE),233 NOS,1101.41,256627.69,
102-6019 (ORANGE 18W DI RECESS PANEL 3000K-SQUARE),46 NOS,1671.36,76882.64,
102-6021 (ORANGE 18W DI RECESS PANEL 6500K-SQUARE),282 NOS,1407.85,397015.06,
102-6025 (ORANGE 6W DI SURFACE PANEL 3000K-CIRCLE),94 NOS,902.50,84835.00,
102-6027 (ORANGE 6W DI SURFACE PANEL 6500K-CIRCLE),54 NOS,856.80,46266.98,
102-6028 (ORANGE 12W DI SURFACE PANEL 3000K-CIRCLE),384 NOS,1407.28,540394.06,
102-6030 (ORANGE 12W DI SURFACE PANEL 6500K-CIRCLE),201 NOS,1245.06,250257.33,
102-6031 (ORANGE 18W DI SURFACE PANEL 3000K-CIRCLE),107 NOS,1936.08,207160.51,
102-6033 (ORANGE 18W DI SURFACE PANEL 6500K-CIRCLE),62 NOS,1812.50,112375.00,
102-6037 (ORANGE 6W DI SURFACE PANEL 3000K-SQUARE),151 NOS,824.78,124541.89,
102-6039 (ORANGE 6W DI SURFACE 6500K-SQUARE),42 NOS,918.12,38560.97,
102-6040 (ORANGE 12W DI SURFACE PANEL 3000K-SQAURE),214 NOS,1360.68,291184.89,
102-6042 (ORANGE 12W DI SURFACE PANEL 6500K-SQUARE),271 NOS,1260.40,341568.73,
102-6043 (ORANGE 18W DI SURFACE PANEL 3000K-SQUARE),67 NOS,1795.30,120285.20,
102-6045 (ORANGE 18W DI SURFACE PANEL 6500K-SQUARE),408 NOS,1605.29,654956.86,
102-6132 (ORANGE FRAMELESS PANEL LT R 10W 65K-CI),,,,
102-6138 (ORANGE FRAMELESS PANEL LT R 34W 65K-CI),,,,
102-6142 (ORANGE FRAMELESS PANEL LT R 10W),11 NOS,1200.00,13200.00,
102-6144 (ORANGE FRAMELESS PANEL LT R 18W),2 NOS,1800.00,3600.00,
102-6148 (ORANGE FRAMELESS PANEL LT R 34W),,,,
102-6402 (ORANGE IP65 LED PIN TYPE 20W 6500K),17 NOS,1330.67,22621.44,
102-6404 (ORANGE IP65 LED PIN TYPE 28W 6500K),118 NOS,1592.43,187906.47,
102-6406 (ORANGE IP65 LED SCREW TYPE 20W 6500K),16 NOS,1627.50,26040.00,
102-6408 (ORANGE IP65 LED SCREW TYPE 28W 6500K),26 NOS,1732.50,45045.00,
102-6414 (ORANGE EMERGENCY LED 8W PIN TYPE 6500K),18 NOS,1669.25,30046.43,
"102-6501 (ORANGE H/POWER LED 20W,T80,B22 D/L)",46 NOS,1769.34,81389.70,
"102-6503 (ORANGE H/POWER LED 30W,T100,B22 D/L)",,,,
"102-6505 (ORANGE H/POWER LED 40W,T120,B22 D/L)",,,,
"102-6514 (ORANGE H/POWER LED 20W,T80,E27 D/L)",1 NOS,,,
"102-6523 (ORANGE H/POWER LED 50W,T140,E27 D/L)",,,,
102-6704 (ORANGE T8 LED TUBE LIGHT 9W 2' D/L),83 NOS,1006.25,83518.75,
102-6713 (ORANGE T8 LED TUBE LIGHT 18W 4' D/L),32 NOS,1208.42,38669.42,
102-6751 (ORANGE T5 LED BATTEN LIGHT 9W 2' D/L),73 NOS,1417.62,103485.99,
102-6754 (ORANGE T5 LED BATTEN LIGHT 18W 4' D/L),7 NOS,1815.15,12706.06,
102-6755 (ORANGE T5 LED BATTEN LIGHT 18W 4' W/W),31 NOS,2260.49,70075.23,
102-6803 (ORANGE CANDLE LIGHT B22 3W D/L-CLEAR),14 NOS,573.33,8026.67,
102-6804 (ORANGE CANDLE LIGHT B22 3W W/W - CLEAR),22 NOS,573.33,12613.33,
102-6807 (ORANGE CANDLE LIGHT B22 5W D/L-CLEAR),20 NOS,699.99,13999.86,
102-6808 (ORANGE CANDLE LIGHT B22 5W W/W-CLEAR),9 NOS,699.99,6299.94,
102-6811 (ORANGE CANDLE LIGHT E27 3W D/L-CLEAR),9 NOS,573.33,5160.00,
102-6812 (ORANGE CANDLE LIGHT E27 3W W/W-CLEAR),21 NOS,573.33,12039.99,
102-6815 (ORANGE CANDLE LIGHT E27 5W D/L-CLEAR),10 NOS,652.86,6528.60,
102-6819 (ORANGE CANDLE LIGHT E14 3W D/L-CLEAR),24 NOS,,,
102-6820 (ORANGE CANDLE LIGHT E14 3W W/W-CLEAR),24 NOS,,,
102-6903 (ORANGE FLOOD LIGHT 20W IP65 D/L-BK),,,,
102-6905 (ORANGE FLOOD LIGHT 30W IP65 D/L-BK),,,,
102-6906 (ORANGE FLOOD LIGHT 30W IP65 W/W-BK),,,,
102-6923 (ORANGE DOB FLOOD LIGHT 10W IP66 6500K-BK),28 NOS,2203.58,61700.20,
102-6924 (ORANGE DOB FLOOD LIGHT 10W IP66 3000K-BK),,,,
102-6925 (ORANGE DOB FLOOD LIGHT 20W IP66 6500K-BK),28 NOS,2961.85,82931.79,
102-6927 (ORANGE DOB FLOOD LIGHT 30W IP66 6500K-BK),48 NOS,3238.96,155469.96,
102-6929 (ORANGE DOB FLOOD LIGHT 50W IP66 6500-BK),38 NOS,4472.06,169938.46,
102-6931 (ORANGE DOB FLOOD LIGHT 100W IP66 6500K-BK),20 NOS,6035.40,120708.01,
102-7004 (ORANGE LED STREET LIGHT 30W 6500K),15 NOS,7889.07,118336.05,
102-7006 (ORANGE LED STREET LIGHT 50W 6500K),,,,
102-7105 (ORANGE LED STICK BULB B22 7W 6500K),34 NOS,513.64,17463.71,
102-7106 (ORANGE LED STICK BULB B22 7W 3000K),38 NOS,490.01,18620.19,
102-7107 (ORANGE LED STICK BULB B22 9W 6500K),22 NOS,618.45,13605.94,
102-7108 (ORANGE LED STICK BULB B22 9W 3000K),45 NOS,590.00,26549.78,
102-7109 (ORANGE LED STICK BULB B22 12W 6500K),28 NOS,936.98,26235.30,
102-7115 (ORANGE LED STICK BULB E27 7W 6500K),,,,
102-7116 (ORANGE LED STICK BULB E27 7W 3000K),12 NOS,490.01,5880.06,
102-7117 (ORANGE LED STICK BULB E27 9W 6500K),28 NOS,590.00,16519.88,
102-7118 (ORANGE LED STICK BULB E27 9W 3000K),-1 NOS,1179.99,-1179.99,
102-7119 (ORANGE LED STICK BULB E27 12W 6500K),2 NOS,,,
102-7120 (ORANGE LED STICK BULB E27 12W 3000K),,,,
"102-7218 (ORANGE DOB HIGH POWER LED 20W,E27 6500K)",,,,
"102-7219 (ORANGE DOB HIGH POWER LED 20W,B22 6500K)",-49 NOS,1224.12,-59981.64,
"102-7220 (ORANGE DOB HIGH POWER LED 30W,E27 6500K)",40 NOS,1959.77,78390.79,
"102-7221 (ORANGE DOB HIGH POWER LED 30W,B22 6500K)",59 NOS,1872.82,110496.49,
"102-7222 (ORANGE DOB HIGH POWER LED 40W,E27 6500K)",13 NOS,2665.26,34648.37,
"102-7223 (ORANGE DOB HIGH POWER LED 40W,B22 6500K)",7 NOS,2269.98,15889.88,
"102-7224 (ORANGE DOB HIGH POWER LED 50W,E27 6500K)",16 NOS,2629.58,42073.21,
"102-7225 (ORANGE DOB HIGH POWER LED 50W,B22 6500K)",22 NOS,2629.58,57850.65,
105-1001 (ORANGE LED BULB PIN TYPE 3W D/L),55 NOS,227.27,12499.92,
105-1003 (ORANGE LED BULB PIN TYPE 5W D/L),22 NOS,315.86,6948.96,
105-1025 (ORANGE LED BULB SCREW TYPE 15W D/L),220 NOS,770.42,169492.20,
"105-1305 (ORANGE H/POWER LED 40W,T7-3,B22 D/L)",30 NOS,2076.28,62288.33,
105-1418 (ORANGE LED SLIM PANEL-S 6W D/L SQ),120 NOS,584.75,70169.70,
105-1422 (ORANGE LED SLIM PANEL-S 12W D/L SQ),114 NOS,885.59,100957.26,
LOW VOLTAGE SIGMA & ALPHA,1499 NOS,4249.76,6370394.47,
212-2329 (ORANGE SIGMA MCB 2POLE 16A TYPE C 6KA),38 NOS,2078.87,78997.03,
212-2345 (ORANGE SIGMA MCB 3POLE 10A TYPE C 6KA),29 NOS,2414.32,70015.19,
212-2364 (ORANGE SIGMA MCB 4POLE 10A TYPE C 6KA),41 NOS,4004.00,164164.00,
212-4017 (ORANGE RCD Sigma 2 Pole 40A 30MA),442 NOS,5050.72,2232418.36,
212-4018 (ORANGE RCD Sigma 2 Pole 40A 100MA),262 NOS,2758.46,722716.97,
212-4027 (ORANGE RCD Sigma 2 Pole 63A 30MA),8 NOS,6537.48,52299.84,
212-4028 (ORANGE SIGMA RCD 2POLE 63A 100MA TYPE AC),30 NOS,8686.44,260593.20,
212-4062 (ORANGE RCD Sigma 4 Pole 40A 30MA),25 NOS,8114.80,202869.99,
212-4063 (ORANGE RCD Sigma 4 Pole 40A 100MA),8 NOS,7646.32,61170.54,
212-4072 (ORANGE RCD Sigma 4 Pole 63A 30MA),62 NOS,10190.29,631798.04,
212-4073 (ORANGE SIGMA RCD 4POLE 63A 100MA TYPE AC),13 NOS,10051.30,130666.92,
212-4074 (ORANGE RCD Sigma 4 Pole 63A 300MA),34 NOS,10354.05,352037.82,
212-5001 (ORANGE ISOLATOR SIGMA 2P 40A TYPE C),203 NOS,1900.49,385799.90,
212-5002 (ORANGE Isolator Sigma  2 Pole 63A),,,,
212-5004 (ORANGE Isolator Sigma  3 Pole 40A),24 NOS,4206.41,100953.85,
212-5005 (ORANGE Isolator Sigma  3 Pole 63A),9 NOS,3898.01,35082.05,
212-5007 (ORANGE Isolator Sigma  4 Pole 40A),35 NOS,3757.14,131500.02,
212-5008 (ORANGE Isolator Sigma  4 Pole 63A),-2 NOS,3921.78,-7843.55,
213-4017 (ORANGE RCD Alpha 2Pole 40A 30MA Type AC),147 NOS,4181.32,614653.50,
213-5001 (ORANGE ISOLATOR ALPHA 2P 40A GY),87 NOS,1152.71,100286.10,
214-4074 (ORANGE RCCB 4 POLE 63A 300mA TYPE AC),4 NOS,12553.68,50214.70,
ORANGE RCD Sigma 2 Pole 63A 100MA,,,,
ORANGE RCD Sigma 4 Pole 63A 100MA,,,,
LOW VOLTAGE SWITCHGEAR,157 NOS,599.97,94195.12,
215-4017 (ORANGE RCD 2 POLE 40A 30MA TYPR AC),79 NOS,,0.03,
215-5001 (ORANGE SOLATOR 2POLE 40A),78 NOS,1207.63,94195.09,
MACHINERY AND TOOLS,,,,
240-1001 (ORANGE ELECTRIC DRILL 10MM 500W),,,,
240-1041 (ORANGE ANGLE GRINDER SH 115MM 900W),,,,
240-1071 (ORANGE CIRCULAR SAW),,,,
240-1121 (ORANGE ELECTRIC ROUTER 1600W),,,,
240-1171 (ORANGE SANDER 185MMX93MM 320W),,,,
"241-1091 (ORANGE CUTTING DISC 100X1.2X16MM,T41 ABR)",,,,
"241-1095 (ORANGE CUTTING DISC 100X3X16MM,T41 ABR)",,,,
"241-1096 (ORANGE CUTTING DISC 115X3X22.23MM,T41 ABR)",,,,
241-1101 (ORANGE GRINDING DISC 100X6X16MM),,,,
241-1102 (ORANGE GRINDING DISC 115X6X22.23MM),,,,
241-1105 (ORANGE 2F HAMMER DRILL BIT 6X110MM),,,,
241-1106 (ORANGE 2F HAMMER DRILL BIT 8X110MM),,,,
241-1107 (ORANGE 2F HAMMER DRILL BIT 6X160MM),,,,
241-1108 (ORANGE 2F HAMMER DRILL BIT 8X160MM),,,,
241-1109 (ORANGE 2F HAMMER DRILL BIT 10X160MM),,,,
241-1110 (ORANGE 2F HAMMER DRILL BIT 12X160MM),,,,
"241-1155 (ORANGE POINT,CHISELS 14X250MM)",,,,
241-1156 (ORANGE FLAT CHISELS 14X250MM),,,,
241-1181 (ORANGE DIAMOND DISC 108X1.8X20MM),,,,
"241-1182 (ORANGE DIAMOND DISC,SEG 115X1.8X22.2MM)",,,,
"241-1193 (ORANGE JIG SAW BLD 100,75,4MM-6TPI)",,,,
"241-1194 (ORANGE JIG SAW BLD(S) 100,75,4MM-6TPI)",,,,
MCB,5055 NOS,1022.79,5170195.82,
212-2306 (ORANGE MCB SIGMA 1P 6A TYPE C),508 NOS,657.03,333769.31,
212-2307 (ORANGE MCB SIGMA 1P 10A TYPE C),867 NOS,658.82,571197.27,
212-2310 (ORANGE MCB SIGMA 1P 16A TYPE C),496 NOS,652.56,323669.76,
212-2311 (ORANGE MCB SIGMA 1P 20A TYPE C),138 NOS,648.72,89524.03,
212-2313 (ORANGE MCB SIGMA 1P 32A TYPE C),200 NOS,655.42,131083.11,
212-2314 (ORANGE MCB SIGMA 1POLE 40A TYPE C),25 NOS,863.99,21599.80,
212-2316 (ORANGE MCB SIGMA 1POLE 63A TYPE C),23 NOS,4886.87,112397.95,
212-2325 (ORANGE MCB SIGMA 2POLE 6A TYPE C),19 NOS,1722.59,32729.17,
212-2326 (ORANGE MCB SIGMA 2POLE 10A TYPE C),31 NOS,1722.57,53399.57,
212-2330 (ORANGE MCB SIGMA 2POLE 20A TYPE C),6 NOS,2050.28,12301.69,
212-2332 (ORANGE MCB SIGMA 2POLE 32A TYPE C),8 NOS,1518.95,12151.61,
212-2333 (ORANGE MCB SIGMA 2POLE 40A TYPE C),6 NOS,1950.31,11701.86,
212-2335 (ORANGE MCB SIGMA 2POLE 63A TYPE C),83 NOS,2131.35,176901.91,
212-2344 (ORANGE MCB SIGMA 3POLE 6A TYPE C),2 NOS,2532.55,5065.10,
212-2348 (ORANGE MCB SIGMA 3POLE 16A TYPE C),19 NOS,2793.76,53081.41,
212-2349 (ORANGE MCB SIGMA 3POLE 20A TYPE C),12 NOS,2374.52,28494.27,
212-2351 (ORANGE MCB SIGMA 3POLE 32A TYPE C),17 NOS,2591.48,44055.15,
212-2352 (ORANGE MCB SIGMA 3POLE 40A TYPE C),42 NOS,3368.92,141494.51,
212-2354 (ORANGE MCB SIGMA 3POLE 63A TYPE C),81 NOS,3132.08,253698.46,
212-2363 (ORANGE MCB SIGMA 4POLE 6A TYPE C),32 NOS,4005.69,128182.12,
212-2367 (ORANGE MCB SIGMA 4POLE 16A TYPE C),24 NOS,3766.16,90387.89,
212-2368 (ORANGE MCB SIGMA 4POLE 20A TYPE C),11 NOS,3676.95,40446.50,
212-2370 (ORANGE MCB SIGMA 4POLE 32A TYPE C),15 NOS,3470.32,52054.76,
212-2371 (ORANGE MCB SIGMA 4POLE 40A TYPE C),10 NOS,3615.99,36159.93,
212-2373 (ORANGE MCB SIGMA 4POLE 63A TYPE C),-8 NOS,3997.16,-31977.28,
212-9001 (ORANGE MCB TYPE INDICATOR GREEN),44 NOS,888.87,39110.41,
212-9002 (ORANGE MCB TYPE INDICATOR RED),21 NOS,728.40,15296.32,
212-9003 (ORANGE MCB Type Indicator Blue),76 NOS,657.76,49989.61,
212-9004 (ORANGE MCB Type Indicator - YELLOW),42 NOS,629.48,26438.19,
213-2306 (ORANGE MCB ALPHA 1P 6A TYPE C),324 NOS,477.38,154670.49,
213-2307 (ORANGE MCB ALPHA 1P 10A TYPE C),215 NOS,469.52,100946.30,
213-2310 (ORANGE MCB ALPHA 1P 16A TYPE C),74 NOS,454.21,33611.45,
213-2311 (ORANGE MCB ALPHA 1P 20A TYPE C),62 NOS,492.90,30559.59,
213-2313 (ORANGE MCB ALPHA 1P 32A TYPE C),49 NOS,454.23,22257.33,
214-2403 (ORANGE MCB 1POLE 2A TYPE C-10KA),69 NOS,915.20,63148.72,
214-2406 (ORANGE MCB 1POLE 6A TYPE C-10KA),17 NOS,737.82,12543.00,
214-2407 (ORANGE MCB 1POLE 10A TYPE C-10KA),50 NOS,748.01,37400.45,
214-2410 (ORANGE MCB 1POLE 16A TYPE C-10KA),3 NOS,739.60,2218.81,
214-2411 (ORANGE MCB 1POLE 20A TYPE C-10KA),25 NOS,751.07,18776.74,
214-2412 (ORANGE MCB 1POLE 25A TYPE C-10KA),144 NOS,807.59,116292.92,
214-2413 (ORANGE MVB 1POLE 32A TYPE C-10KA),105 NOS,830.49,87201.51,
214-2414 (ORANGE MCB 1POLE 40A TYPE C -10KA),41 NOS,1233.24,50562.87,
214-2416 (ORANGE MCB 1POLE 63A TYPE C-10KA),24 NOS,979.20,23500.80,
214-2425 (ORANGE MCB 2POLE 6A TYPE C-10KA),30 NOS,1815.10,54453.02,
214-2426 (ORANGE MCB 2POLE 10A TYPE C -10KA),16 NOS,1660.54,26568.64,
214-2429 (ORANGE MCB 2POLE 16A TYPE C-10KA),22 NOS,1775.62,39063.55,
214-2430 (ORANGE MCB 2POLE 20A TYPE C-10KA),12 NOS,1840.15,22081.78,
214-2431 (ORANGE MCB 2POLE 25A TYPE C-10KA),32 NOS,1843.38,58988.25,
214-2432 (ORANGE MCB 2POLE 32A TYPE C -10KA),54 NOS,1753.19,94672.16,
214-2433 (ORANGE MCB 2POLE 40A TYPE C-10KA),41 NOS,1803.06,73925.41,
214-2435 (ORANGE MCB 2POLE 63A TYPE C-10KA),22 NOS,1905.47,41920.35,
214-2444 (ORANGE MCB 3POLE 6A TYPE C-10KA),8 NOS,2557.44,20459.52,
214-2445 (ORANGE MCB 3POLE 10A TYPE C-10KA),6 NOS,2651.31,15907.83,
214-2448 (ORANGE MCB 3POLE 16A TYPE C-10KA),28 NOS,2896.52,81102.42,
214-2449 (ORANGE MCB 3POLE 20A TYPE C - 10KA),9 NOS,2750.75,24756.75,
214-2450 (ORANGE MCB 3POLE 25A TYPE C-10KA),14 NOS,2841.60,39782.40,
214-2451 (ORANGE MCB 3POLE 32A TYPE C-10KA),5 NOS,2873.60,14368.00,
214-2452 (ORANGE MCB 3POLE 40A TYPE C-10KA),7 NOS,3019.85,21138.96,
214-2454 (ORANGE MCB 3POLE 63A TYPE C-10KA),8 NOS,3370.13,26961.00,
214-2463 (ORANGE MCB 4POLE 6A TYPE C-10KA),15 NOS,4032.00,60480.00,
214-2464 (ORANGE MCB 4POLE 10A TYPE C-10KA),20 NOS,4032.00,80640.00,
214-2467 (ORANGE MCB 4POLE 16A TYPE C-10KA),19 NOS,4346.91,82591.34,
214-2468 (ORANGE MCB 4POLE 20A TYPE C-10KA),11 NOS,3712.00,40832.00,
214-2469 (ORANGE MCB 4POLE 25A TYPE C - 10KA),8 NOS,3481.44,27851.55,
214-2470 (ORANGE MCB 4POLE 32A TYPE C-10KA),13 NOS,3971.87,51634.28,
214-2471 (ORANGE MCB 4POLE 40A TYPE C-10KA),46 NOS,4042.47,185953.48,
214-2473 (ORANGE MCB 4POLE 63A TYPE C-10KA),5 NOS,3973.76,19868.79,
215-2306 (ORANGE MCB 1POLE 6A TYPE C-6KA),99 NOS,529.66,52436.34,
215-2307 (ORANGE MCB 1POLE 10A TYPE C-6KA),180 NOS,529.66,95338.80,
215-2310 (ORANGE MCB 1POLE 16A TYPE C-6KA),172 NOS,529.66,91101.47,
215-2311 (ORANGE MCB 1POLE 20A TYPE C-6KA),84 NOS,529.66,44491.44,
215-2313 (ORANGE MCB 1POLE 32A TYPE C-6KA),12 NOS,529.66,6355.92,
222-1101 (ORANGE 100A 300X400X100MM BUS BAR BOX),5 NOS,13275.00,66375.00,
ORANGE MCB Sigma 3 pole 10A type C,,,,
ORANGE MCB Sigma 4 pole 10A Type C,,,,
MCCB,17 NOS,14052.31,238889.30,
